"","bee_species","fam_hill_2","bee_genus","bee_family","eoo_size_m2","count_in_Dorey","diet_families_rareCount","diet_binary","log_area","log_diet","log_hill"
"202","Bombus balteatus",1.8003519022487,"Bombus","Apidae",174339507748236,4118,8.383321,"Generalist",32.7920257079921,2.12624413670359,0.587982147043518
"203","Bombus bimaculatus",2.33566817234333,"Bombus","Apidae",14506558493211,42308,15.56828,"Generalist",30.3056219729704,2.74523551089342,0.848298005365431
"204","Bombus borealis",1.85424203290666,"Bombus","Apidae",28998656976524,7043,9.733432,"Generalist",30.9982706336883,2.27556655754105,0.61747600495908
"205","Bombus brodmannicus",1.99345042506794,"Bombus","Apidae",146397735.3,9,6.578768,"Generalist",18.8018376901095,1.88384749376419,0.689867019242084
"206","Bombus confusus",1.83167615008372,"Bombus","Apidae",14374044734103,506,5.656354,"Generalist",30.2964452471241,1.7327795150374,0.605231476653812
"207","Bombus cullumanus",1.98281037337954,"Bombus","Apidae",26189564458328,126,9.213691,"Generalist",30.8963821442346,2.22069053002779,0.684515218832835
"208","Bombus distinguendus",1.30987595376288,"Bombus","Apidae",94166530737543,4387,7.046843,"Generalist",32.1760859343508,1.95257971511274,0.269932440945452
"209","Bombus fervidus",1.73198352584989,"Bombus","Apidae",26881678216118,22730,9.405945,"Generalist",30.9224660632699,2.24134193617427,0.549267298460993
"210","Bombus fragrans",1.61656121636724,"Bombus","Apidae",14179197755655,52,5.698174,"Generalist",30.2827970596673,1.74014577264001,0.480301187164576
"211","Bombus frigidus",2.0513463803409,"Bombus","Apidae",48766979715579,7393,7.691232,"Generalist",31.5180745545874,2.04008097874803,0.718496348468696
"212","Bombus griseocollis",2.09890765253921,"Bombus","Apidae",18940273082789,61793,15.365761,"Generalist",30.5723116218924,2.73214172250436,0.741417043938873
"213","Bombus haematurus",1.90446612527466,"Bombus","Apidae",7669760032084,284,7.727186,"Generalist",29.6683064442582,2.04474476009955,0.644201720101865
"214","Bombus hortorum",2.10811740689165,"Bombus","Apidae",104148526431609,59875,11.650676,"Generalist",32.2768391350151,2.45536420407935,0.745795324997062
"215","Bombus humilis",1.82798601116594,"Bombus","Apidae",47523398535635,18231,9.471005,"Generalist",31.4922433064314,2.24823502617118,0.603214820467631
"216","Bombus hypnorum",2.5468537846427,"Bombus","Apidae",219390503984377,169601,14.478694,"Generalist",33.0218743810845,2.67267818951974,0.934858787456156
"217","Bombus impatiens",2.43616107272494,"Bombus","Apidae",20683646887287,143207,16.549761,"Generalist",30.660364498536,2.80637166063119,0.890423469469966
"218","Bombus incertus",1.97838075613239,"Bombus","Apidae",227697418537,8,8.816431,"Generalist",26.1512834728284,2.17661713960032,0.682278710192514
"219","Bombus lapidarius",1.63468923709452,"Bombus","Apidae",55849443943210,166823,13.152486,"Generalist",31.6536806851401,2.57661079018584,0.491452717228463
"220","Bombus lapponicus",1.92322297556298,"Bombus","Apidae",77336319549046,4556,6.268865,"Generalist",31.9791848130396,1.83559531752495,0.654002411815564
"221","Bombus lucorum",2.29466002220257,"Bombus","Apidae",74281489433796,87064,9.198417,"Generalist",31.9388829038248,2.21903140403269,0.830584694065097
"222","Bombus melanurus",1.90817142935595,"Bombus","Apidae",12756983462156,48,6.233158,"Generalist",30.1770999601098,1.82988310645458,0.646145416660869
"223","Bombus mendax",1.58661316087185,"Bombus","Apidae",472250933254,1265,8.236449,"Generalist",26.8807763195124,2.10856930443527,0.461601656867027
"224","Bombus mesomelas",1.5334989597196,"Bombus","Apidae",4753314779189,1943,8.693318,"Generalist",29.1898633388425,2.16255468458511,0.427552026201936
"225","Bombus monticola",1.83432645355114,"Bombus","Apidae",13208882295876,6780,8.502932,"Generalist",30.2119106204271,2.14041104519421,0.60667735883977
"226","Bombus mucidus",1.14909733551195,"Bombus","Apidae",1112517792828,992,4.885455,"Generalist",27.7376468444122,1.58626242342954,0.138976708517951
"227","Bombus muscorum",1.85261014186953,"Bombus","Apidae",64557722697919,8574,8.014283,"Generalist",31.7985808650723,2.08122532479235,0.616595532220693
"228","Bombus niveatus",1.3416184503517,"Bombus","Apidae",2394371486272,82,5.559572,"Generalist",28.5041418849075,1.71552112688223,0.293876683930584
"229","Bombus pascuorum",1.96851540151894,"Bombus","Apidae",75534113450248,307511,15.327851,"Generalist",31.9556055039155,2.72967150040882,0.677279655358318
"230","Bombus pensylvanicus",1.6338878053068,"Bombus","Apidae",17902865057539,48277,5.786411,"Generalist",30.5159818750476,1.75551223756039,0.490962331477488
"231","Bombus perplexus",2.69024862796827,"Bombus","Apidae",36194242705966,13468,13.657537,"Generalist",31.2199211808402,2.61429153041824,0.989633616096663
"232","Bombus pomorum",1.66453139535086,"Bombus","Apidae",8535264746004,647,9.373833,"Generalist",29.7752274905578,2.2379220841082,0.509543639585827
"233","Bombus pratorum",2.73786930074103,"Bombus","Apidae",36791566414866,113144,20.230205,"Generalist",31.2362897613301,3.00717678459346,1.00717999042413
"234","Bombus ruderarius",1.58696693463723,"Bombus","Apidae",31777347640840,10604,10.510964,"Generalist",31.0897748135428,2.352418902852,0.461824606189995
"235","Bombus ruderatus",1.97770332234758,"Bombus","Apidae",87811006186606,3754,9.356024,"Generalist",32.1062079639138,2.23602041391745,0.681936233249157
"236","Bombus rufocinctus",2.16488683684806,"Bombus","Apidae",34868542649579,18411,13.087611,"Generalist",31.1826061819251,2.57166605753605,0.77236809073412
"237","Bombus sichelii",1.6202685578863,"Bombus","Apidae",49688659591615,2960,9.346998,"Generalist",31.5367978457637,2.23505522222803,0.482591911977914
"238","Bombus soroeensis",2.27857873462288,"Bombus","Apidae",55115355154115,19049,12.088426,"Generalist",31.6404494711971,2.49224846591135,0.823551886587964
"239","Bombus sporadicus",1.88662068400759,"Bombus","Apidae",61597805811865,2576,5.990749,"Generalist",31.7516473658964,1.79021644604652,0.634787230815829
"240","Bombus subterraneus",1.86556461070714,"Bombus","Apidae",77450751174837,4994,6.825874,"Generalist",31.9806633815802,1.92072039148028,0.623563747604719
"241","Bombus sylvarum",2.0984885886529,"Bombus","Apidae",49151568164626,16198,9.528455,"Generalist",31.525929867702,2.25428258490106,0.741217365917726
"242","Bombus ternarius",2.39378452167933,"Bombus","Apidae",35384352230436,27150,11.562389,"Generalist",31.1972908109566,2.44775750279246,0.872875595432106
"243","Bombus terrestris",2.5150107130263,"Bombus","Apidae",140453031578357,190780,18.906939,"Generalist",32.5758942539974,2.93952899754229,0.922277063195234
"244","Bombus terricola",2.57276659565093,"Bombus","Apidae",35654699740824,21825,13.327641,"Generalist",31.2049020841372,2.5898401492874,0.944981816262643
"245","Bombus vagans",2.15235108787937,"Bombus","Apidae",24777558205919,22807,9.757004,"Generalist",30.8409594483687,2.27798538608781,0.766560773918209
"246","Bombus veteranus",1.67777442813204,"Bombus","Apidae",35128439871472,4414,8.677551,"Generalist",31.1900321710713,2.16073934600533,0.517468170005076
"247","Bombus wurflenii",2.00143379957949,"Bombus","Apidae",16529880534780,7767,8.563689,"Generalist",30.4361908005593,2.14753105526187,0.693863823499785
"248","Bombus zonatus",1.87508672008349,"Bombus","Apidae",2292775431135,119,5.694876,"Generalist",28.460784178303,1.73956682317659,0.628654909064036
"249","Centris nitida",2.55183601876674,"Centris","Apidae",4435574418253,1072,10.551193,"Generalist",29.1206782426387,2.35623893409767,0.936813107448893
"250","Ceratina calcarata",2.14447460941856,"Ceratina","Apidae",9543188778048,14476,9.100156,"Generalist",29.8868487990026,2.20829155623301,0.762894585043929
"251","Ceratina dupla",2.21879185902113,"Ceratina","Apidae",9106437276563,6687,9.888864,"Generalist",29.8400026723957,2.29140927553882,0.79696284010132
"252","Ceratina mikmaqi",1.94624402284586,"Ceratina","Apidae",4822625015882,4024,7.716582,"Generalist",29.2043395048495,2.0433715198817,0.665901373048115
"253","Chalepogenus cocuccii",1.14660974565463,"Chalepogenus","Apidae",195684994614,59,6.249686,"Generalist",25.9997720329565,1.83253122248624,0.136809541067594
"254","Diadasia angusticeps",1,"Diadasia","Apidae",322079727859,109,1,"Specialist",26.4980649538891,0,0
"255","Diadasia diminuta",1.11571452221276,"Diadasia","Apidae",10298055441774,5369,3.962704,"Generalist",29.9629762012799,1.37692662052806,0.109495026766723
"256","Diadasia enavata",1,"Diadasia","Apidae",8604125378815,2151,1,"Specialist",29.7832628993821,0,0
"257","Diadasia laticauda",1,"Diadasia","Apidae",204153399393,342,1,"Specialist",26.0421375060208,0,0
"258","Diadasia nigrifrons",1,"Diadasia","Apidae",2602782284209,412,1,"Specialist",28.5876020981083,0,0
"259","Diadasia ochracea",1,"Diadasia","Apidae",4632534498013,3421,1,"Specialist",29.1641252420319,0,0
"260","Diadasia sphaeralcearum",1,"Diadasia","Apidae",2410679300116,410,1,"Specialist",28.510929690982,0,0
"261","Diadasia tropicalis",1,"Diadasia","Apidae",2732602568307,152,1,"Specialist",28.636275592727,0,0
"262","Diadasia vallicola",1,"Diadasia","Apidae",1689205493648,543,1,"Specialist",28.1552794122197,0,0
"263","Diadasina riparia",1,"Diadasina","Apidae",3752559193297,166,1,"Specialist",28.9534591746926,0,0
"264","Eucera alternans",2.40352672737013,"Eucera","Apidae",952265657939,6,8,"Generalist",27.5821098852668,2.07944154167984,0.876937128477331
"265","Eucera caspica",1.16357643352321,"Eucera","Apidae",1355751315026,30,2.999964,"Generalist",27.9353768926291,1.09860028859611,0.151498394359917
"266","Eucera clypeata",1.56666118754749,"Eucera","Apidae",5129531167993,63,7.897012,"Generalist",29.2660353806801,2.06648446007868,0.448946722731675
"267","Eucera elongatula",1.48676270279249,"Eucera","Apidae",565863408847,24,8.271956,"Generalist",27.0616185589001,2.11287099860299,0.396601073568395
"268","Eucera eucnemidea",1.05950547127865,"Eucera","Apidae",383060731321,10,1.998331,"Generalist",26.6714593809743,0.692312332170986,0.0578022627323763
"269","Eucera frater",1.36319849245733,"Eucera","Apidae",4491868790681,925,5,"Generalist",29.1332899428236,1.6094379124341,0.30983377120713
"270","Eucera furfurea",1,"Eucera","Apidae",359598016052,12,1,"Specialist",26.6082526224319,0,0
"271","Eucera interrupta",1,"Eucera","Apidae",9377715064723,285,1,"Specialist",29.8693572527608,0,0
"272","Eucera longicornis",1.06491022897631,"Eucera","Apidae",27860858083893,7664,2.58302,"Generalist",30.9582438836585,0.948959257018299,0.0628905035675928
"273","Eucera nigrescens",1.15251647583968,"Eucera","Apidae",7837259707323,3543,2.497512,"Generalist",29.6899103620649,0.915295036333833,0.141947791525905
"274","Eucera nigrifacies",1,"Eucera","Apidae",2362494317461,50,1,"Specialist",28.4907390910039,0,0
"275","Eucera nigrilabris",1.30502089283177,"Eucera","Apidae",3500487500698,106,3.588234,"Generalist",28.8839233606382,1.27766015946129,0.266219050479271
"276","Eucera notata",1.05897698685528,"Eucera","Apidae",651974936512,17,1.986132,"Generalist",27.2032719572017,0.686189028671061,0.0573033353682998
"277","Eucera primiveris",1.32282449527901,"Eucera","Apidae",809687653273,320,5.96059,"Generalist",27.4199143970018,1.78516946946634,0.279769219703527
"278","Eucera proxima",1.09060497965606,"Eucera","Apidae",2953898430336,24,1.999828,"Generalist",28.7141469156741,0.693061176861733,0.0867325694778138
"279","Eucera taurica",1,"Eucera","Apidae",2880626887982,45,1,"Specialist",28.689029055828,0,0
"280","Euglossa cordata",2.19317993734218,"Euglossa","Apidae",12934927758378,3635,8.376538,"Generalist",30.1909523465782,2.12543470264209,0.7853525168414
"281","Eulaema nigrita",1.79413335014495,"Eulaema","Apidae",12479736551187,2812,5.776705,"Generalist",30.1551273689665,1.7538334509289,0.584522092058655
"282","Melipona mimetica",2.79544963093895,"Melipona","Apidae",15601441448,6,20.206686,"Generalist",23.4706291474461,3.00601353974103,1.02799296341451
"283","Melissodes desponsus",1,"Melissodes","Apidae",10426147399682,2673,1,"Specialist",29.9753379398766,0,0
"284","Melissodes illatus",1.01835881786972,"Melissodes","Apidae",7838974608863,323,1.948122,"Generalist",29.6901291520513,0.666865831596027,0.0181923293736217
"285","Melissodes subillatus",1,"Melissodes","Apidae",10986367809648,372,1,"Specialist",30.02767633014,0,0
"286","Melitoma segmentaria",1,"Melitoma","Apidae",20738198761248,765,1,"Specialist",30.6629984664168,0,0
"287","Melitomella murihirta",1,"Melitomella","Apidae",17711046.48,24,1,"Specialist",16.6896990977931,0,0
"288","Peponapis michelbacherorum",1,"Peponapis","Apidae",68396361598,78,1,"Specialist",24.9485854671484,0,0
"289","Peponapis pruinosa",1,"Peponapis","Apidae",14113834601017,4477,1,"Specialist",30.2781766096499,0,0
"290","Peponapis utahensis",1,"Peponapis","Apidae",2212017995553,312,1,"Specialist",28.4249263349773,0,0
"291","Ptilothrix bombiformis",1,"Ptilothrix","Apidae",4623740559760,4658,1,"Specialist",29.1622251384062,0,0
"292","Ptilothrix plumata",1,"Ptilothrix","Apidae",2455513532075,29,1,"Specialist",28.529357033335,0,0
"293","Xenoglossa angustior",1,"Xenoglossa","Apidae",2596331384088,232,1,"Specialist",28.5851205584294,0,0
"294","Xenoglossa patricia",1,"Xenoglossa","Apidae",1081131321701,124,1,"Specialist",27.7090291288919,0,0
"295","Xenoglossa strenua",1,"Xenoglossa","Apidae",8962642127129,515,1,"Specialist",29.8240861797067,0,0
"296","Xylocopa virginica",2.37916933085539,"Xylocopa","Apidae",33866791828875,51392,7.942681,"Generalist",31.1534560581325,2.07225087569633,0.866751406112506
"297","Colletes abeillei",1.06201057526246,"Colletes","Colletidae",1362856231153,47,1.988972,"Generalist",27.9406037833679,0.687617922346905,0.0601638806444279
"298","Colletes acutus",1.71882818144137,"Colletes","Colletidae",77977129874,13,3.912804,"Generalist",25.0796814138989,1.36425425252832,0.541642768782292
"299","Colletes albomaculatus",1.42373881938013,"Colletes","Colletidae",5337169689537,72,5.750953,"Generalist",29.3057166077041,1.74936558020648,0.353286382810846
"300","Colletes brevigena",2.22341571473301,"Colletes","Colletidae",1008399671504,9,7.897349,"Generalist",27.6393857065005,2.06652713353664,0.799044623676274
"301","Colletes capensis",1.34618586953995,"Colletes","Colletidae",959916972968,384,3.740718,"Generalist",27.5901126311765,1.31927757161053,0.297275311986087
"302","Colletes carinatus",1.58202808137634,"Colletes","Colletidae",851314103836,12,3,"Generalist",27.470046997109,1.09861228866811,0.458707619741867
"303","Colletes cariniger",1.00609486311002,"Colletes","Colletidae",938824314031,19,1.4,"Generalist",27.567894199641,0.336472236621213,0.00607636455789809
"304","Colletes caskanus",1.84283049986141,"Colletes","Colletidae",559928845251,14,4.994055,"Generalist",27.0510755505508,1.6082482050128,0.611302704768256
"305","Colletes collaris",1.16181517516555,"Colletes","Colletidae",2584395474026,120,2,"Generalist",28.5805127373621,0.693147180559945,0.149983588261994
"306","Colletes consors",1.64445843755901,"Colletes","Colletidae",23073136890041,445,4,"Generalist",30.7696901515643,1.38629436111989,0.497411112724071
"307","Colletes cunicularius",1.83352993622723,"Colletes","Colletidae",31551757131322,16416,9.039784,"Generalist",31.0826503969092,2.20163528031331,0.606243035762865
"308","Colletes daviesanus",1,"Colletes","Colletidae",43102578659708,10506,1,"Specialist",31.3946039409401,0,0
"309","Colletes dorsalis",1.2133581529218,"Colletes","Colletidae",849519742.8,7,3.992828,"Generalist",20.5601817393006,1.3844997517714,0.193391848476103
"310","Colletes dusmeti",1.75442172890012,"Colletes","Colletidae",59261098270,5,8.756259,"Generalist",24.8052189119947,2.16976875893991,0.562139303418829
"311","Colletes eous",2.49530966005519,"Colletes","Colletidae",7134425586309,44,11.959893,"Generalist",29.5959528571427,2.48155880199417,0.914412833748763
"312","Colletes floralis",1.61983603056195,"Colletes","Colletidae",32448604679947,1390,6.994813,"Generalist",31.110678559077,1.94516887437911,0.482324928419137
"313","Colletes fodiens",1,"Colletes","Colletidae",6630716831270,1114,1,"Specialist",29.5227340336288,0,0
"314","Colletes foveolaris",1.25691443526297,"Colletes","Colletidae",1184898191023,15,2.27027,"Generalist",27.8006779720762,0.819898767151463,0.228659856696908
"315","Colletes gallicus",2.2695466768783,"Colletes","Colletidae",1503215308729,37,4.501121,"Generalist",28.0386274690871,1.50432647686436,0.819580109734524
"316","Colletes halophilus",1.06265942067748,"Colletes","Colletidae",2590748937861,740,2.842946,"Generalist",28.5829681150371,1.04484083846807,0.0607746535516808
"317","Colletes hederae",1.1487732091381,"Colletes","Colletidae",6522043511997,12815,4.780439,"Generalist",29.5062088648461,1.56453238329042,0.13869459830356
"318","Colletes hethiticus",1.42441661330212,"Colletes","Colletidae",120194545595,40,3.552446,"Generalist",25.5123774802725,1.26763638031061,0.353762335721992
"319","Colletes hylaeiformis",1,"Colletes","Colletidae",6180836921869,90,1,"Specialist",29.4524748024798,0,0
"320","Colletes impunctatus",1.35418608099556,"Colletes","Colletidae",89047488008629,892,8.436838,"Generalist",32.1201909164918,2.1326075938613,0.303200595620162
"321","Colletes inaequalis",1.74291569481405,"Colletes","Colletidae",14927837279621,5291,4.857999,"Generalist",30.3342488596272,1.58062662473393,0.555559397504695
"322","Colletes inexpectatus",1,"Colletes","Colletidae",2891194350865,65,1,"Specialist",28.6926908028758,0,0
"323","Colletes kincaidii",2.22867661568833,"Colletes","Colletidae",42669698929301,8155,5,"Generalist",31.3845101573103,1.6094379124341,0.80140796343365
"324","Colletes lacunatus",1.68969604830607,"Colletes","Colletidae",3445444593081,71,4,"Generalist",28.8680740666627,1.38629436111989,0.524548659686148
"325","Colletes ligatus",1.06741243250044,"Colletes","Colletidae",1385603982663,9,2.846049,"Generalist",27.9571572490742,1.04593171666632,0.0652374323114124
"326","Colletes maidli",2.11031195440968,"Colletes","Colletidae",2021338397743,21,8.522361,"Generalist",28.3347809810771,2.14269341512865,0.746835782251672
"327","Colletes marginatus",2.13971374436509,"Colletes","Colletidae",16802996705187,891,7.139522,"Generalist",30.4525783617395,1.96564582733175,0.760672055771136
"328","Colletes mlokossewiczi",1,"Colletes","Colletidae",7894813507375,114,1,"Specialist",29.6972271417454,0,0
"329","Colletes nanus",1.81196481220575,"Colletes","Colletidae",1938128732693,39,5.414199,"Generalist",28.2927440527292,1.68902494707368,0.594411788119729
"330","Colletes nasutus",1,"Colletes","Colletidae",2996276857205,71,1,"Specialist",28.728391586261,0,0
"331","Colletes nigricans",2.26729255806142,"Colletes","Colletidae",1246748511264,418,10.969805,"Generalist",27.8515600872785,2.3951464983771,0.818586413953986
"332","Colletes perezi",2.6846233350509,"Colletes","Colletidae",2313854658499,25,10.027511,"Generalist",28.46993593309,2.30533241564477,0.987540433222736
"333","Colletes petalostemonis",1,"Colletes","Colletidae",2028783087206,485,1,"Specialist",28.3384572648011,0,0
"334","Colletes pumilus",1.87347993845546,"Colletes","Colletidae",1904879551660,34,4.961428,"Generalist",28.2754398950332,1.60169360252646,0.627797631137405
"335","Colletes punctatus",1,"Colletes","Colletidae",882769501879,11,1,"Specialist",27.5063299636989,0,0
"336","Colletes rufotibialis",1.71805746959659,"Colletes","Colletidae",47243479106,60,3.999926,"Generalist",24.5785804730235,1.38627586094876,0.541194274455773
"337","Colletes sierrensis",1.02200902839929,"Colletes","Colletidae",15203077438,30,1.905596,"Generalist",23.4447637073321,0.644794820540289,0.0217703257926803
"338","Colletes similis",1.13701959406979,"Colletes","Colletidae",22376889473096,2830,3.822413,"Generalist",30.7390498222491,1.34088189858823,0.12841044775077
"339","Colletes simulans",1,"Colletes","Colletidae",16604808935702,1938,1,"Specialist",30.4407134642594,0,0
"340","Colletes succinctus",1.13692059148732,"Colletes","Colletidae",9091575108556,3487,3.62499,"Generalist",29.8383692883759,1.28785152968214,0.128323371948904
"341","Colletes thoracicus",2.33612904758534,"Colletes","Colletidae",4308574418427,1642,6.999806,"Generalist",29.0916282039447,1.94588243438555,0.848495306413318
"342","Colletes tuberculatus",1,"Colletes","Colletidae",1496102351123,9,1,"Specialist",28.0338844096666,0,0
"343","Colletes validus",1,"Colletes","Colletidae",2691490961173,392,1,"Specialist",28.6211164166557,0,0
"344","Euryglossa aureophila",1,"Euryglossa","Colletidae",453436870.9,27,1,"Specialist",19.93236661364,0,0
"345","Euryglossa morrisoni",1,"Euryglossa","Colletidae",3508822100,97,1,"Specialist",21.9785462340577,0,0
"346","Hylaeus alpinus",2.70578770547549,"Hylaeus","Colletidae",297866518897,418,11.938756,"Generalist",26.4199112999398,2.47978991493186,0.995393073409888
"347","Hylaeus angustatus",2.56223803955009,"Hylaeus","Colletidae",12923333932449,2130,12.662449,"Generalist",30.1900556253025,2.53864084192602,0.940881110770582
"348","Hylaeus brevicornis",1.65450836586068,"Hylaeus","Colletidae",20230998258347,6101,5.626674,"Generalist",30.6382371113355,1.72751850381639,0.503503904795083
"349","Hylaeus clypearis",1.03235696136297,"Hylaeus","Colletidae",4343782809666,443,2.20385,"Generalist",29.0997666995354,0.790205830898387,0.0318445000458207
"350","Hylaeus communis",2.55357720077644,"Hylaeus","Colletidae",21413602758505,20312,14.118476,"Generalist",30.6950474789418,2.64748429422869,0.937495199966123
"351","Hylaeus confusus",1.93170899738297,"Hylaeus","Colletidae",41430102936769,13406,6.852367,"Generalist",31.3550288566097,1.92459414003162,0.65840510197304
"352","Hylaeus cornutus",1.0869273246636,"Hylaeus","Colletidae",8874804129781,576,3.637768,"Generalist",29.8142373811627,1.29137030675954,0.0833547472687902
"353","Hylaeus crassanus",1.76167313574114,"Hylaeus","Colletidae",239394626124,45,4.995405,"Generalist",26.2013791825502,1.6085184898947,0.566264002780444
"354","Hylaeus dilatatus",1.87357802062551,"Hylaeus","Colletidae",10651267824641,2585,10.777477,"Generalist",29.996700045566,2.37745849356125,0.62784998270023
"355","Hylaeus duckei",1.04035404990495,"Hylaeus","Colletidae",4199945949638,58,2.608908,"Generalist",29.0660927720013,0.958931742980151,0.0395610878201687
"356","Hylaeus gibbus",2.16182743900317,"Hylaeus","Colletidae",15120610385455,1236,11.521577,"Generalist",30.3470798552735,2.44422153825995,0.7709539005844
"357","Hylaeus glacialis",1.63308780515936,"Hylaeus","Colletidae",308664876362,79,7.800432,"Generalist",26.4555219827845,2.05417911677726,0.490472581776957
"358","Hylaeus gredleri",1.13113581065876,"Hylaeus","Colletidae",11479916159307,1852,3.203516,"Generalist",30.071620203597,1.16424895662169,0.12322227008299
"359","Hylaeus hyalinatus",2.64246030232775,"Hylaeus","Colletidae",16276747098953,10659,14.32135,"Generalist",30.4207586468917,2.66175143083203,0.971710415878457
"360","Hylaeus incongruus",2.50780454383664,"Hylaeus","Colletidae",13711983104649,1665,11.558189,"Generalist",30.2492912456252,2.44739419007198,0.919407686654245
"361","Hylaeus kahri",1.11148929907927,"Hylaeus","Colletidae",5189097315049,386,2.869761,"Generalist",29.2775808702429,1.05422875104263,0.105700826916722
"362","Hylaeus leptocephalus",1.43383798495063,"Hylaeus","Colletidae",35434877452214,1762,7.879999,"Generalist",31.1987176898022,2.06432777696623,0.360354754588596
"363","Hylaeus moricei",2.53542745831704,"Hylaeus","Colletidae",6332960478928,49,11.034432,"Generalist",29.4767889329457,2.40102056579672,0.930362245438223
"364","Hylaeus nigritus",1.05073962265522,"Hylaeus","Colletidae",13940951744813,2816,3.693674,"Generalist",30.2658517933072,1.30662162666449,0.0494943187231924
"365","Hylaeus nivalis",2.60268944639493,"Hylaeus","Colletidae",249999797358,277,10.983803,"Generalist",26.2447259442403,2.39642173312639,0.956545312861449
"366","Hylaeus paulus",1.28211690677383,"Hylaeus","Colletidae",23265580172527,166,6.073621,"Generalist",30.7779961384825,1.80395496757437,0.248512545272065
"367","Hylaeus pectoralis",1.95081647630916,"Hylaeus","Colletidae",28116527337648,1707,9.127059,"Generalist",30.9673786808512,2.21124351785043,0.668247990742411
"368","Hylaeus pfankuchi",1.39005495361849,"Hylaeus","Colletidae",23350524009678,222,5.157764,"Generalist",30.7816405413196,1.64050315224412,0.329343281338446
"369","Hylaeus pictipes",2.28673949542952,"Hylaeus","Colletidae",10906561010206,1058,8.731807,"Generalist",30.0203856516198,2.16697233583235,0.827127001875708
"370","Hylaeus pilosulus",1,"Hylaeus","Colletidae",190062046081,45,1,"Specialist",25.9706164141194,0,0
"371","Hylaeus rinki",1.46531599732071,"Hylaeus","Colletidae",5873863579257,1560,4.578768,"Generalist",29.4015337239302,1.52142996630709,0.382070917039435
"372","Hylaeus signatus",1,"Hylaeus","Colletidae",18633122883257,3561,1,"Specialist",30.5559619130781,0,0
"373","Hylaeus sinuatus",1.02143993571237,"Hylaeus","Colletidae",9980456075678,1225,1.804454,"Generalist",29.9316499041735,0.590258052949793,0.0212133334609615
"374","Hylaeus styriacus",1,"Hylaeus","Colletidae",8072280474065,761,1,"Specialist",29.7194571449155,0,0
"375","Hylaeus taeniolatus",1.08205895438032,"Hylaeus","Colletidae",7048495095082,282,3.301992,"Generalist",29.583835248276,1.19452592272093,0.0788656654282317
"376","Hylaeus tyrolensis",1,"Hylaeus","Colletidae",2579192410697,120,1,"Specialist",28.5784974467517,0,0
"377","Hylaeus variegatus",1.17584757947891,"Hylaeus","Colletidae",17932074231847,1396,6.303578,"Generalist",30.5176120818433,1.84111740869052,0.161989231789782
"378","Scrapter niger",1.16378013205654,"Scrapter","Colletidae",334696121529,143,3.91165,"Generalist",26.536488857194,1.36395927986738,0.151673441481492
"379","Scrapter nitidus",1,"Scrapter","Colletidae",846632091894,468,1,"Specialist",27.4645320711114,0,0
"380","Agapostemon sericeus",1.61591461971817,"Agapostemon","Halictidae",11680770531734,3271,6.931812,"Generalist",30.0889650613354,1.93612125088547,0.479901124370307
"381","Agapostemon virescens",1.82413845762693,"Agapostemon","Halictidae",19353479959340,23574,4.826446,"Generalist",30.5938933620945,1.57411037901231,0.601107797557909
"382","Augochlora pura",2.75401859293247,"Augochlora","Halictidae",12227321754337,18202,10.820338,"Generalist",30.1346940518124,2.38142751137774,1.01306115153003
"383","Augochlorella aurata",2.62215409414503,"Augochlorella","Halictidae",16191472276038,37260,12.81581,"Generalist",30.4155058168546,2.55067956499763,0.963996153311445
"384","Dufourea alpina",1.31064876810957,"Dufourea","Halictidae",435925388138,488,6.046502,"Generalist",26.8007369375275,1.79947992301301,0.270522257452536
"385","Dufourea dentiventris",1,"Dufourea","Halictidae",5934138371765,2573,1,"Specialist",29.4117429559892,0,0
"386","Dufourea halictula",1,"Dufourea","Halictidae",2604932044615,386,1,"Specialist",28.5884277042735,0,0
"387","Dufourea inermis",1,"Dufourea","Halictidae",4774441706505,407,1,"Specialist",29.1942981629219,0,0
"388","Dufourea minuta",1,"Dufourea","Halictidae",9585494145180,459,1,"Specialist",29.8912720451067,0,0
"389","Dufourea monardae",1,"Dufourea","Halictidae",2810652150030,181,1,"Specialist",28.6644376542086,0,4.44089209850063e-16
"390","Dufourea paradoxa",2.3214429372203,"Dufourea","Halictidae",1977765208625,240,9.008189,"Generalist",28.3129886406806,2.19813405252714,0.842188948042336
"391","Halictus confusus",2.74807627244069,"Halictus","Halictidae",36642830443612,15111,12.823909,"Generalist",31.2322389028494,2.55131131921221,1.01090112959381
"392","Halictus crenicornis",2.70677904271457,"Halictus","Halictidae",355990686610,13,11.999405,"Generalist",26.5981704062484,2.48485706522537,0.995759382887917
"393","Halictus ligatus",1.0384355741203,"Halictus","Halictidae",20097571788192,44196,2.760929,"Generalist",30.6316201171383,1.01556721729684,0.0377153249713024
"394","Halictus maculatus",2.02681139060142,"Halictus","Halictidae",17399740904665,3022,6.538461,"Generalist",30.4874764315017,1.87770181667584,0.706463814596633
"395","Halictus pollinosus",2.00586761194291,"Halictus","Halictidae",9556530149800,83,5,"Generalist",29.8882458220659,1.6094379124341,0.696076691321484
"396","Halictus quadricinctus",1.29576881428579,"Halictus","Halictidae",25931500856191,1391,5.011414,"Generalist",30.8864795948758,1.61171811080476,0.259104197979013
"397","Halictus rubicundus",2.5569893950999,"Halictus","Halictidae",100874580987098,28745,13.221802,"Generalist",32.2448990887266,2.58186713375766,0.938830548901112
