"","bee_species","fam_hill_2","bee_genus","bee_family","eoo_size_m2","count_in_Dorey","diet_families_rareCount","diet_binary","log_area","log_diet","log_hill"
"127","Andrena robertsonii",1.41303331762667,"Andrena","Andrenidae",4426901611308,780,3,"Generalist",29.118721044744,1.09861228866811,0.345738682778025
"128","Andrena rogenhoferi",2.83898664084772,"Andrena","Andrenidae",479873999543,206,13.475944,"Generalist",26.8967894054369,2.6009061699999,1.04344717189601
"129","Andrena rosae",1.38248445294322,"Andrena","Andrenidae",40759322105920,1932,3.970061,"Generalist",31.3387056927885,1.37878145982035,0.323882208740427
"130","Andrena rudbeckiae",1,"Andrena","Andrenidae",5755148303958,559,1.357143,"Generalist",29.3811159273547,0.305381754814334,-4.44089209850063e-16
"131","Andrena ruficrus",1,"Andrena","Andrenidae",43569778818019,3244,1,"Specialist",31.4053848795708,0,0
"132","Andrena rufizona",1,"Andrena","Andrenidae",1811139234917,320,1,"Specialist",28.2249771747663,0,0
"133","Andrena rufosignata",1.70693820451477,"Andrena","Andrenidae",32143901639971,766,5.453455,"Generalist",31.1012438640155,1.69624935277106,0.534701241935446
"134","Andrena rugosa",2.17191909383296,"Andrena","Andrenidae",4989083268498,1962,11.040361,"Generalist",29.2382732950867,2.4015577395897,0.775611151761402
"135","Andrena russula",1,"Andrena","Andrenidae",15409613487288,1247,1,"Specialist",30.3660126830049,0,0
"136","Andrena sardoa",1,"Andrena","Andrenidae",1405968326593,24,1,"Specialist",27.9717473817468,0,0
"137","Andrena saxonica",1,"Andrena","Andrenidae",2123957892346,101,1,"Specialist",28.3843023944159,0,0
"138","Andrena scotica",2.20172841516441,"Andrena","Andrenidae",7933577181883,7856,11.373205,"Generalist",29.7021251446776,2.43126015018714,0.789242695164706
"139","Andrena semilaevis",1.13015984053431,"Andrena","Andrenidae",14243100856729,3436,4.02128,"Generalist",30.2872937549996,1.39160025991007,0.122359074521165
"140","Andrena senecionis",1,"Andrena","Andrenidae",855051855646,79,1,"Specialist",27.4744279539224,0,0
"141","Andrena senticulosa",1,"Andrena","Andrenidae",25890812010,34,1.776942,"Generalist",23.9771539940651,0.574893909360156,0
"142","Andrena simillima",2.41165289537765,"Andrena","Andrenidae",1327210382748,100,8.980198,"Generalist",27.9141003988391,2.19502193106881,0.880312361120241
"143","Andrena simplex",1,"Andrena","Andrenidae",4413626662510,517,1,"Specialist",29.1157178398756,0,0
"144","Andrena spiraeana",2.13385738746066,"Andrena","Andrenidae",5684970796257,678,7.307692,"Generalist",29.3688471061358,1.98892749203374,0.75793132190259
"145","Andrena spolata",1,"Andrena","Andrenidae",1185387682675,31,1,"Specialist",27.8010909953865,0,0
"146","Andrena spreta",1.10790625814692,"Andrena","Andrenidae",2937112484525,89,3.744163,"Generalist",28.7084480665349,1.32019809399245,0.102471980185379
"147","Andrena subopaca",2.13744930381784,"Andrena","Andrenidae",41801302550927,10572,7.05083,"Generalist",31.3639486164792,1.95314534039094,0.759613204035391
"148","Andrena suerinensis",1,"Andrena","Andrenidae",2297052105068,87,1,"Specialist",28.4626477233434,0,0
"149","Andrena symphyti",1,"Andrena","Andrenidae",2548940551341,51,1,"Specialist",28.5666989187049,0,0
"150","Andrena synadelpha",2.17009969353717,"Andrena","Andrenidae",3411109185900,339,12.073526,"Generalist",28.8580586287912,2.49101512169406,0.774773108219278
"151","Andrena tenuistriata",1.0448119769875,"Andrena","Andrenidae",1147824240063,97,2.199727,"Generalist",27.7688893011144,0.788333261755266,0.0438369429003393
"152","Andrena thoracica",2.52031309594483,"Andrena","Andrenidae",53507612195389,1283,12.104674,"Generalist",31.6108450437351,2.49359165900714,0.924383138228183
"153","Andrena tonkaworum",1,"Andrena","Andrenidae",726907793756,55,1.555556,"Generalist",27.312065475289,0.441833037993284,0
"154","Andrena trimmerana",1.36416380725155,"Andrena","Andrenidae",16586302846910,4424,6.397289,"Generalist",30.4395983409799,1.85587430687445,0.310541645503577
"155","Andrena tuberculifera",1.04534517024295,"Andrena","Andrenidae",414772142205,22,4.411875,"Generalist",26.7509951514635,1.4842997691676,0.0443471373301903
"156","Andrena vaga",1,"Andrena","Andrenidae",30187593776473,26832,1,"Specialist",31.0384521538035,0,0
"157","Andrena variabilis",1.96461474246929,"Andrena","Andrenidae",4084583343367,116,4.963184,"Generalist",29.0382408423107,1.60204747026826,0.675296166286923
"158","Andrena varians",1.08411660612258,"Andrena","Andrenidae",4946718230966,607,4.159795,"Generalist",29.2297454889951,1.42546579421278,0.080765467455978
"159","Andrena ventralis",1,"Andrena","Andrenidae",31610546661826,3881,1,"Specialist",31.0845119359586,0,0
"160","Andrena ventricosa",1.11197464478884,"Andrena","Andrenidae",1542620582030,29,2.590423,"Generalist",28.0645037627857,0.951821182839432,0.106137394119546
"161","Andrena verticalis",1.59820184522624,"Andrena","Andrenidae",1558361334152,125,2,"Generalist",28.0746559582794,0.693147180559945,0.468879150522847
"162","Andrena vetula",1.00456926467823,"Andrena","Andrenidae",1978012804296,45,1.344828,"Generalist",28.313113822463,0.296266123835433,0.00455885727910724
"163","Andrena vicina",2.47609514523143,"Andrena","Andrenidae",17904297002485,4780,10.877094,"Generalist",30.5160618559712,2.38665911016318,0.906682781075745
"164","Andrena virginiana",1.10478671959095,"Andrena","Andrenidae",5288385688782,380,2,"Generalist",29.296534152426,0.693147180559945,0.0996523023952888
"165","Andrena viridescens",1,"Andrena","Andrenidae",5786061499244,1023,1,"Specialist",29.3864729514001,0,4.44089209850063e-16
"166","Andrena w-scripta",1.60847389297704,"Andrena","Andrenidae",22543061664428,1832,5.979048,"Generalist",30.7464484478104,1.78826135796489,0.475285836901275
"167","Andrena wilkella",1.03393296298249,"Andrena","Andrenidae",28272299018489,12103,3.355922,"Generalist",30.9729036079387,1.21072654638015,0.033369941278989
"168","Andrena ziziae",1,"Andrena","Andrenidae",6494906729579,1511,1,"Specialist",29.502039405606,0,0
"169","Arhysosage cactorum",1,"Arhysosage","Andrenidae",131998093778,210,1,"Specialist",25.6060533183527,0,0
"170","Camptopoeum friesei",1,"Camptopoeum","Andrenidae",500677212138,132,1,"Specialist",26.9392274432394,0,0
"171","Camptopoeum frontale",1,"Camptopoeum","Andrenidae",2328842401666,126,1,"Specialist",28.4763924367292,0,0
"172","Camptopoeum sacrum",1,"Camptopoeum","Andrenidae",22963336116,4,1,"Specialist",23.8571646990621,0,0
"173","Clavipanurgus punctiventris",1,"Clavipanurgus","Andrenidae",63370660081,21,1,"Specialist",24.8722668165287,0,0
"174","Flavipanurgus kastiliensis",1,"Flavipanurgus","Andrenidae",9591870155,7,1,"Specialist",22.9841817177785,0,0
"175","Macrotera texana",1,"Macrotera","Andrenidae",830884951031,122,1,"Specialist",27.4457571758045,0,0
"176","Melitturga clavicornis",1,"Melitturga","Andrenidae",21789776926629,615,1,"Specialist",30.7124620274132,0,0
"177","Panurginus albopilosus",1,"Panurginus","Andrenidae",923439272657,10,1,"Specialist",27.5513708766076,0,0
"178","Panurginus herzi",1.01188890123329,"Panurginus","Andrenidae",384050096659,249,1.847682,"Generalist",26.6740388410744,0.61393188049031,0.0118187834488286
"179","Panurginus montanus",1.7392238150233,"Panurginus","Andrenidae",215846259212,336,7.500101,"Generalist",26.0978322282997,2.01491648711826,0.553438930381733
"180","Panurgus banksianus",1,"Panurgus","Andrenidae",6178682996049,3364,1,"Specialist",29.4521262572521,0,0
"181","Panurgus calcaratus",1,"Panurgus","Andrenidae",22152855275238,7941,1,"Specialist",30.7289875104433,0,0
"182","Panurgus canescens",1,"Panurgus","Andrenidae",544561470020,13,1,"Specialist",27.0232466655462,0,0
"183","Panurgus cephalotes",1,"Panurgus","Andrenidae",295058008016,9,1,"Specialist",26.410437811298,0,0
"184","Panurgus dentipes",1,"Panurgus","Andrenidae",2269809990199,1072,1,"Specialist",28.4507172391603,0,0
"185","Panurgus maroccanus",1,"Panurgus","Andrenidae",94985061056,86,1,"Specialist",25.2769854641394,0,0
"186","Panurgus perezi",1,"Panurgus","Andrenidae",101465017501,5,1,"Specialist",25.3429799208585,0,0
"187","Perdita floridensis",1,"Perdita","Andrenidae",324107697428,117,1,"Specialist",26.5043416969754,0,0
"188","Protomeliturga turnerae",1,"Protomeliturga","Andrenidae",636102542893,179,1,"Specialist",27.1786256182541,0,0
"189","Amegilla albigena",1.83774543358979,"Amegilla","Apidae",17679010121552,586,4.999429,"Generalist",30.5033991829706,1.60932370591278,0.608539512485834
"190","Anthophora aestivalis",1.85496881721369,"Anthophora","Apidae",12425961600921,1567,5.992457,"Generalist",30.1508090773448,1.79050151166445,0.617867885790714
"191","Anthophora atroalba",2.20447461535059,"Anthophora","Apidae",11195740711159,63,8.439701,"Generalist",30.0465545282531,2.13294688144005,0.790489210825808
"192","Anthophora bimaculata",1.20378621487865,"Anthophora","Apidae",20527338957130,1780,3.999977,"Generalist",30.6527787212729,1.38628861110336,0.185471768727414
"193","Anthophora diversipes",2.64083222403579,"Anthophora","Apidae",111416698778,89,9.239055,"Generalist",25.4365430524697,2.22343960769611,0.971094103858869
"194","Anthophora furcata",1.0954497911518,"Anthophora","Apidae",36202854485224,5467,2.933471,"Generalist",31.2201590848345,1.07618636353297,0.0911650471014689
"195","Anthophora plumipes",1.92523446003948,"Anthophora","Apidae",60330514331585,27373,7.728844,"Generalist",31.7308591336488,2.0449593041974,0.655047757746149
"196","Anthophora quadrimaculata",1.94394129048116,"Anthophora","Apidae",15090970190689,3870,3.999885,"Generalist",30.3451176802591,1.3862656107066,0.664717505212433
"197","Bombus affinis",2.36589845274498,"Bombus","Apidae",12056139897077,10076,12.757107,"Generalist",30.1205951811235,2.54608852807291,0.861157845254312
"198","Bombus alpinus",2.37441531616242,"Bombus","Apidae",10387721217680,1496,10.39851,"Generalist",29.9716455724109,2.34166252665254,0.864751224510221
"199","Bombus argillaceus",1.87854600166054,"Bombus","Apidae",10210274041403,1179,8.166658,"Generalist",29.9544155882349,2.10005976765752,0.630498074239125
"200","Bombus armeniacus",1.60081224286315,"Bombus","Apidae",14940151981669,45,7.799167,"Generalist",30.335073468384,2.05401693312077,0.470511152223629
"201","Bombus auricomus",1.86836776022458,"Bombus","Apidae",16928618916988,9416,5.79703,"Generalist",30.4600267326674,1.75734571743477,0.625065194211447
